DATE,TIME,SPO2,PULSE
2015-01-01, 06:25:33, 98, 66
2015-01-01, 06:25:34, 98, 66
2015-01-01, 06:25:35, 98, 66
2015-01-01, 06:25:36, 98, 66
2015-01-01, 06:25:37, 98, 66
2015-01-01, 06:25:38, 98, 66
2015-01-01, 06:25:39, 98, 66
2015-01-01, 06:25:40, 98, 65
2015-01-01, 06:25:41, 98, 65
2015-01-01, 06:25:42, 98, 65
2015-01-01, 06:25:43, 98, 64
2015-01-01, 06:25:44, 98, 64
2015-01-01, 06:25:45, 98, 65
2015-01-01, 06:25:46, 98, 65
2015-01-01, 06:25:47, 98, 65
2015-01-01, 06:25:48, 98, 66
2015-01-01, 06:25:49, 98, 66
2015-01-01, 06:25:50, 98, 66
2015-01-01, 06:25:51, 98, 66
2015-01-01, 06:25:52, 98, 66
2015-01-01, 06:25:53, 98, 65
2015-01-01, 06:25:54, 98, 65
2015-01-01, 06:25:55, 98, 64
2015-01-01, 06:25:56, 98, 64
2015-01-01, 06:25:57, 98, 63
2015-01-01, 06:25:58, 98, 63
2015-01-01, 06:25:59, 98, 63
2015-01-01, 06:26:00, 98, 63
2015-01-01, 06:26:01, 98, 63
2015-01-01, 06:26:02, 98, 63
2015-01-01, 06:26:03, 98, 63
2015-01-01, 06:26:04, 98, 63
2015-01-01, 06:26:05, 98, 63
2015-01-01, 06:26:06, 98, 63
2015-01-01, 06:26:07, 98, 63
2015-01-01, 06:26:08, 98, 63
2015-01-01, 06:26:09, 98, 64
2015-01-01, 06:26:10, 98, 64
2015-01-01, 06:26:11, 98, 65
2015-01-01, 06:26:12, 98, 65
2015-01-01, 06:26:13, 98, 65
2015-01-01, 06:26:14, 98, 65
2015-01-01, 06:26:15, 98, 65
2015-01-01, 06:26:16, 98, 66
2015-01-01, 06:26:17, 98, 66
2015-01-01, 06:26:18, 98, 66
2015-01-01, 06:26:19, 98, 66
2015-01-01, 06:26:20, 98, 66
2015-01-01, 06:26:21, 98, 66
2015-01-01, 06:26:22, 98, 66
2015-01-01, 06:26:23, 98, 65
2015-01-01, 06:26:24, 98, 65
2015-01-01, 06:26:25, 98, 65
2015-01-01, 06:26:26, 98, 65
2015-01-01, 06:26:27, 98, 65
2015-01-01, 06:26:28, 98, 65
2015-01-01, 06:26:29, 98, 65
2015-01-01, 06:26:30, 98, 65
2015-01-01, 06:26:31, 98, 65
2015-01-01, 06:26:32, 98, 65
2015-01-01, 06:26:33, 98, 65
2015-01-01, 06:26:34, 98, 65
2015-01-01, 06:26:35, 98, 65
2015-01-01, 06:26:36, 98, 65
2015-01-01, 06:26:37, 98, 65
2015-01-01, 06:26:38, 98, 65
2015-01-01, 06:26:39, 98, 65
2015-01-01, 06:26:40, 98, 65
2015-01-01, 06:26:41, 98, 64
2015-01-01, 06:26:42, 98, 64
2015-01-01, 06:26:43, 98, 63
2015-01-01, 06:26:44, 98, 63
2015-01-01, 06:26:45, 98, 63
2015-01-01, 06:26:46, 98, 62
2015-01-01, 06:26:47, 98, 62
2015-01-01, 06:26:48, 98, 62
2015-01-01, 06:26:49, 98, 62
2015-01-01, 06:26:50, 98, 61
2015-01-01, 06:26:51, 98, 61
2015-01-01, 06:26:52, 98, 61
2015-01-01, 06:26:53, 98, 61
2015-01-01, 06:26:54, 98, 61
2015-01-01, 06:26:55, 98, 61
2015-01-01, 06:26:56, 98, 61
2015-01-01, 06:26:57, 98, 62
2015-01-01, 06:26:58, 98, 62
2015-01-01, 06:26:59, 98, 62
2015-01-01, 06:27:00, 98, 63
2015-01-01, 06:27:01, 98, 63
2015-01-01, 06:27:02, 98, 63
2015-01-01, 06:27:03, 98, 63
2015-01-01, 06:27:04, 98, 64
2015-01-01, 06:27:05, 98, 64
2015-01-01, 06:27:06, 98, 64
2015-01-01, 06:27:07, 98, 64
2015-01-01, 06:27:08, 98, 64
2015-01-01, 06:27:09, 98, 64
2015-01-01, 06:27:10, 98, 64
2015-01-01, 06:27:11, 98, 64
2015-01-01, 06:27:12, 98, 64
2015-01-01, 06:27:13, 98, 64
2015-01-01, 06:27:14, 98, 64
2015-01-01, 06:27:15, 98, 65
2015-01-01, 06:27:16, 98, 66
2015-01-01, 06:27:17, 98, 68
2015-01-01, 06:27:18, 98, 68
2015-01-01, 06:27:19, 98, 68
2015-01-01, 06:27:20, 98, 69
2015-01-01, 06:27:21, 98, 69
2015-01-01, 06:27:22, 99, 70
2015-01-01, 06:27:23, 99, 71
2015-01-01, 06:27:24, 99, 71
2015-01-01, 06:27:25, 99, 71
2015-01-01, 06:27:26, 99, 71
2015-01-01, 06:27:27, 99, 71
2015-01-01, 06:27:28, 99, 70
2015-01-01, 06:27:29, 99, 69
2015-01-01, 06:27:30, 99, 69
2015-01-01, 06:27:31, 99, 69
2015-01-01, 06:27:32, 99, 68
2015-01-01, 06:27:33, 99, 68
2015-01-01, 06:27:34, 99, 67
2015-01-01, 06:27:35, 99, 67
2015-01-01, 06:27:36, 99, 66
2015-01-01, 06:27:37, 98, 66
2015-01-01, 06:27:38, 98, 65
2015-01-01, 06:27:39, 98, 64
2015-01-01, 06:27:40, 98, 63
2015-01-01, 06:27:41, 98, 63
2015-01-01, 06:27:42, 98, 63
2015-01-01, 06:27:43, 98, 63
2015-01-01, 06:27:44, 98, 63
2015-01-01, 06:27:45, 98, 63
2015-01-01, 06:27:46, 98, 63
2015-01-01, 06:27:47, 98, 63
2015-01-01, 06:27:48, 98, 63
2015-01-01, 06:27:49, 98, 62
2015-01-01, 06:27:50, 98, 62
2015-01-01, 06:27:51, 98, 62
2015-01-01, 06:27:52, 98, 63
2015-01-01, 06:27:53, 98, 63
2015-01-01, 06:27:54, 98, 64
2015-01-01, 06:27:55, 98, 64
2015-01-01, 06:27:56, 98, 64
2015-01-01, 06:27:57, 98, 64
2015-01-01, 06:27:58, 98, 64
2015-01-01, 06:27:59, 98, 64
2015-01-01, 06:28:00, 98, 64
2015-01-01, 06:28:01, 98, 64
2015-01-01, 06:28:02, 98, 64
2015-01-01, 06:28:03, 98, 64
2015-01-01, 06:28:04, 98, 64
2015-01-01, 06:28:05, 98, 63
2015-01-01, 06:28:06, 98, 63
2015-01-01, 06:28:07, 98, 63
2015-01-01, 06:28:08, 98, 63
2015-01-01, 06:28:09, 98, 63
2015-01-01, 06:28:10, 98, 63
2015-01-01, 06:28:11, 98, 63
2015-01-01, 06:28:12, 98, 63
2015-01-01, 06:28:13, 98, 63
2015-01-01, 06:28:14, 98, 62
2015-01-01, 06:28:15, 98, 62
2015-01-01, 06:28:16, 98, 62
2015-01-01, 06:28:17, 98, 61
2015-01-01, 06:28:18, 98, 61
2015-01-01, 06:28:19, 98, 61
2015-01-01, 06:28:20, 98, 61
2015-01-01, 06:28:21, 98, 61
2015-01-01, 06:28:22, 98, 62
2015-01-01, 06:28:23, 98, 62
2015-01-01, 06:28:24, 98, 63
2015-01-01, 06:28:25, 98, 64
2015-01-01, 06:28:26, 98, 65
2015-01-01, 06:28:27, 98, 66
2015-01-01, 06:28:28, 98, 66
2015-01-01, 06:28:29, 98, 66
2015-01-01, 06:28:30, 98, 66
2015-01-01, 06:28:31, 98, 66
2015-01-01, 06:28:32, 98, 66
2015-01-01, 06:28:33, 98, 66
2015-01-01, 06:28:34, 98, 66
2015-01-01, 06:28:35, 98, 66
2015-01-01, 06:28:36, 98, 66
2015-01-01, 06:28:37, 98, 66
2015-01-01, 06:28:38, 98, 66
2015-01-01, 06:28:39, 98, 65
2015-01-01, 06:28:40, 98, 65
2015-01-01, 06:28:41, 98, 65
2015-01-01, 06:28:42, 98, 64
2015-01-01, 06:28:43, 98, 63
2015-01-01, 06:28:44, 98, 63
2015-01-01, 06:28:45, 98, 63
2015-01-01, 06:28:46, 98, 62
2015-01-01, 06:28:47, 98, 62
2015-01-01, 06:28:48, 98, 62
2015-01-01, 06:28:49, 98, 62
2015-01-01, 06:28:50, 98, 63
2015-01-01, 06:28:51, 98, 63
2015-01-01, 06:28:52, 98, 63
2015-01-01, 06:28:53, 98, 64
2015-01-01, 06:28:54, 98, 64
2015-01-01, 06:28:55, 98, 64
2015-01-01, 06:28:56, 98, 65
2015-01-01, 06:28:57, 98, 65
2015-01-01, 06:28:58, 98, 66
2015-01-01, 06:28:59, 98, 66
2015-01-01, 06:29:00, 98, 66
2015-01-01, 06:29:01, 98, 67
2015-01-01, 06:29:02, 98, 67
2015-01-01, 06:29:03, 98, 66
2015-01-01, 06:29:04, 98, 66
2015-01-01, 06:29:05, 98, 66
2015-01-01, 06:29:06, 98, 66
2015-01-01, 06:29:07, 98, 65
2015-01-01, 06:29:08, 98, 65
2015-01-01, 06:29:09, 98, 65
2015-01-01, 06:29:10, 98, 65
2015-01-01, 06:29:11, 98, 66
2015-01-01, 06:29:12, 98, 66
2015-01-01, 06:29:13, 98, 66
2015-01-01, 06:29:14, 98, 66
2015-01-01, 06:29:15, 98, 66
2015-01-01, 06:29:16, 98, 66
2015-01-01, 06:29:17, 98, 66
2015-01-01, 06:29:18, 98, 65
2015-01-01, 06:29:19, 98, 65
2015-01-01, 06:29:20, 98, 65
2015-01-01, 06:29:21, 98, 65
2015-01-01, 06:29:22, 98, 65
2015-01-01, 06:29:23, 98, 65
2015-01-01, 06:29:24, 98, 65
2015-01-01, 06:29:25, 98, 66
2015-01-01, 06:29:26, 98, 65
2015-01-01, 06:29:27, 98, 65
2015-01-01, 06:29:28, 98, 65
2015-01-01, 06:29:29, 98, 65
2015-01-01, 06:29:30, 98, 65
2015-01-01, 06:29:31, 98, 65
2015-01-01, 06:29:32, 98, 65
2015-01-01, 06:29:33, 98, 65
2015-01-01, 06:29:34, 98, 64
2015-01-01, 06:29:35, 98, 64
2015-01-01, 06:29:36, 98, 65
2015-01-01, 06:29:37, 98, 65
2015-01-01, 06:29:38, 98, 65
2015-01-01, 06:29:39, 98, 64
2015-01-01, 06:29:40, 98, 64
2015-01-01, 06:29:41, 98, 64
2015-01-01, 06:29:42, 98, 63
2015-01-01, 06:29:43, 98, 64
2015-01-01, 06:29:44, 98, 64
2015-01-01, 06:29:45, 98, 64
2015-01-01, 06:29:46, 98, 63
2015-01-01, 06:29:47, 98, 63
2015-01-01, 06:29:48, 98, 64
2015-01-01, 06:29:49, 98, 64
2015-01-01, 06:29:50, 98, 64
2015-01-01, 06:29:51, 98, 64
2015-01-01, 06:29:52, 98, 64
2015-01-01, 06:29:53, 98, 64
2015-01-01, 06:29:54, 98, 64
2015-01-01, 06:29:55, 98, 64
2015-01-01, 06:29:56, 98, 64
2015-01-01, 06:29:57, 98, 64
2015-01-01, 06:29:58, 98, 64
2015-01-01, 06:29:59, 98, 65
2015-01-01, 06:30:00, 98, 65
2015-01-01, 06:30:01, 98, 65
2015-01-01, 06:30:02, 98, 65
2015-01-01, 06:30:03, 98, 65
2015-01-01, 06:30:04, 98, 65
2015-01-01, 06:30:05, 98, 65
2015-01-01, 06:30:06, 98, 65
2015-01-01, 06:30:07, 98, 65
